"subn","condn","escape","choice","rt","fdbk"
6,3,0,1,0.261144019586063,1
6,3,0,1,0.798807976547774,1
6,3,0,1,0.392820162384783,0
6,3,0,1,0.825069727066942,1
6,3,0,1,0.538905404277448,1
6,3,0,1,1.44300361801434,0
6,3,0,0,NA,0
6,3,0,0,NA,0
6,3,0,1,0.352086222375297,1
6,3,0,1,0.500586682303265,1
6,3,0,1,0.335623245320421,1
6,3,0,1,0.67708287322324,0
6,3,0,1,0.835911185090572,1
6,3,0,0,NA,0
6,3,0,1,0.374657830369498,1
6,3,0,1,0.916109915515864,1
6,4,0,0,NA,1
6,4,0,0,NA,0
6,4,0,0,NA,1
6,4,0,0,NA,1
6,4,0,0,NA,1
6,4,0,1,0.639428678882745,1
6,4,0,0,NA,1
6,4,0,1,1.24426217719706,1
6,4,0,1,1.28723858642996,0
6,4,0,0,NA,0
6,4,0,1,0.953403478758481,0
6,4,0,1,0.898092641894466,0
6,4,0,0,NA,0
6,4,0,0,NA,1
6,4,0,1,0.923586238465295,0
6,4,0,1,0.270976410704792,0
6,4,0,1,0.428335376281226,1
6,4,0,1,0.280591569503484,1
6,4,0,1,0.282890342365069,0
6,4,0,1,0.169103308541372,0
6,4,0,0,NA,1
6,4,0,1,0.229507746424881,0
6,4,0,0,NA,1
6,4,0,1,0.748091784356047,1
6,4,0,0,NA,1
6,4,0,0,NA,1
6,4,0,0,NA,1
6,4,0,0,NA,1
6,4,0,1,0.620377043852047,1
6,4,0,1,0.663235274426817,0
6,4,0,0,NA,0
6,4,0,0,NA,1
6,4,0,0,NA,1
6,4,0,0,NA,1
6,4,0,0,NA,1
6,4,0,0,NA,1
6,4,0,1,0.939451576095423,0
6,4,0,0,NA,1
6,4,0,0,NA,1
6,4,0,0,NA,1
